date,product,price,quantity,revenue
2026-01-28,Classic Milk Tea,7.14,3,21.42
2026-01-28,Taro Milk Tea,6.42,1,6.42
2026-01-28,Classic Milk Tea,5.99,1,5.99
2026-01-28,Classic Milk Tea,7.01,3,21.03
2026-01-28,Thai Tea,5.13,3,15.39
2026-01-28,Taro Milk Tea,6.49,2,12.98
2026-01-28,Thai Tea,6.41,2,12.82
2026-01-28,Brown Sugar Boba,6.06,2,12.12
2026-01-28,Thai Tea,5.74,2,11.48
2026-01-28,Brown Sugar Boba,6.98,2,13.96
2026-01-28,Classic Milk Tea,6.05,1,6.05
2026-01-28,Matcha Latte,7.42,2,14.84
2026-01-28,Taro Milk Tea,6.28,2,12.56
2026-01-28,Thai Tea,4.83,3,14.49
2026-01-28,Matcha Latte,6.72,3,20.16
2026-01-28,Thai Tea,4.77,2,9.54
2026-01-28,Brown Sugar Boba,6.82,1,6.82
2026-01-28,Taro Milk Tea,6.09,3,18.27
2026-01-28,Matcha Latte,7.38,2,14.76
2026-01-28,Brown Sugar Boba,5.67,3,17.01
2026-01-28,Classic Milk Tea,6.02,1,6.02
2026-01-28,Matcha Latte,4.56,1,4.56
2026-01-29,Thai Tea,6.35,1,6.35
2026-01-29,Classic Milk Tea,4.73,3,14.19
2026-01-29,Brown Sugar Boba,7.31,3,21.93
2026-01-29,Brown Sugar Boba,5.7,2,11.4
2026-01-29,Taro Milk Tea,6.0,2,12.0
2026-01-29,Thai Tea,7.34,1,7.34
2026-01-29,Taro Milk Tea,6.39,1,6.39
2026-01-29,Thai Tea,5.13,2,10.26
2026-01-29,Matcha Latte,7.34,2,14.68
2026-01-29,Thai Tea,6.88,2,13.76
2026-01-29,Matcha Latte,6.5,2,13.0
2026-01-29,Taro Milk Tea,6.11,1,6.11
2026-01-29,Taro Milk Tea,4.78,1,4.78
2026-01-29,Brown Sugar Boba,5.02,3,15.06
2026-01-29,Taro Milk Tea,6.64,3,19.92
2026-01-29,Classic Milk Tea,5.49,3,16.47
2026-01-29,Taro Milk Tea,6.51,3,19.53
2026-01-29,Brown Sugar Boba,5.37,1,5.37
2026-01-29,Taro Milk Tea,4.84,3,14.52
2026-01-29,Thai Tea,5.86,2,11.72
2026-01-29,Matcha Latte,4.74,1,4.74
2026-01-29,Classic Milk Tea,5.48,2,10.96
2026-01-29,Matcha Latte,4.72,1,4.72
2026-01-29,Classic Milk Tea,5.11,1,5.11
2026-01-29,Brown Sugar Boba,5.83,2,11.66
2026-01-29,Taro Milk Tea,6.71,3,20.13
2026-01-29,Classic Milk Tea,7.45,2,14.9
2026-01-29,Brown Sugar Boba,6.17,2,12.34
2026-01-29,Classic Milk Tea,6.01,3,18.03
2026-01-29,Brown Sugar Boba,6.1,1,6.1
2026-01-29,Matcha Latte,5.17,2,10.34
2026-01-29,Matcha Latte,7.41,2,14.82
2026-01-29,Thai Tea,5.24,3,15.72
2026-01-29,Thai Tea,5.11,1,5.11
2026-01-29,Matcha Latte,6.51,2,13.02
2026-01-29,Classic Milk Tea,4.93,1,4.93
2026-01-29,Classic Milk Tea,4.72,2,9.44
2026-01-29,Matcha Latte,4.85,1,4.85
2026-01-29,Classic Milk Tea,5.43,2,10.86
2026-01-29,Taro Milk Tea,6.51,1,6.51
2026-01-29,Brown Sugar Boba,6.06,1,6.06
2026-01-29,Taro Milk Tea,7.16,2,14.32
2026-01-29,Thai Tea,5.32,1,5.32
2026-01-29,Classic Milk Tea,4.96,3,14.88
2026-01-29,Matcha Latte,6.38,2,12.76
2026-01-29,Classic Milk Tea,6.84,2,13.68
2026-01-29,Thai Tea,7.17,1,7.17
2026-01-29,Matcha Latte,5.2,3,15.6
2026-01-30,Taro Milk Tea,5.53,2,11.06
2026-01-30,Classic Milk Tea,5.54,3,16.62
2026-01-30,Brown Sugar Boba,6.69,1,6.69
2026-01-30,Brown Sugar Boba,5.59,3,16.77
2026-01-30,Thai Tea,6.64,2,13.28
2026-01-30,Brown Sugar Boba,6.15,1,6.15
2026-01-30,Taro Milk Tea,5.18,2,10.36
2026-01-30,Brown Sugar Boba,5.14,3,15.42
2026-01-30,Taro Milk Tea,7.34,1,7.34
2026-01-30,Classic Milk Tea,7.32,2,14.64
2026-01-30,Thai Tea,5.55,1,5.55
2026-01-30,Thai Tea,7.33,3,21.99
2026-01-30,Taro Milk Tea,6.0,3,18.0
2026-01-30,Thai Tea,5.82,2,11.64
2026-01-30,Thai Tea,6.63,3,19.89
2026-01-30,Matcha Latte,6.84,3,20.52
2026-01-30,Brown Sugar Boba,6.64,3,19.92
2026-01-30,Classic Milk Tea,7.24,1,7.24
2026-01-30,Classic Milk Tea,4.67,2,9.34
2026-01-30,Matcha Latte,4.55,2,9.1
2026-01-30,Classic Milk Tea,6.73,2,13.46
2026-01-30,Taro Milk Tea,4.93,2,9.86
2026-01-30,Classic Milk Tea,6.01,3,18.03
2026-01-30,Taro Milk Tea,5.93,2,11.86
2026-01-30,Taro Milk Tea,6.52,3,19.56
2026-01-30,Thai Tea,6.96,1,6.96
2026-01-30,Taro Milk Tea,6.45,3,19.35
2026-01-30,Thai Tea,5.19,1,5.19
2026-01-30,Brown Sugar Boba,4.96,1,4.96
2026-01-30,Brown Sugar Boba,5.37,2,10.74
2026-01-30,Brown Sugar Boba,6.34,3,19.02
2026-01-30,Taro Milk Tea,7.07,2,14.14
2026-01-30,Thai Tea,5.6,1,5.6
2026-01-30,Matcha Latte,6.01,2,12.02
2026-01-30,Classic Milk Tea,4.99,3,14.97
2026-01-30,Matcha Latte,5.06,1,5.06
2026-01-30,Matcha Latte,5.78,2,11.56
2026-01-30,Matcha Latte,7.05,2,14.1
2026-01-30,Thai Tea,6.11,1,6.11
2026-01-30,Matcha Latte,6.87,1,6.87
2026-01-30,Taro Milk Tea,5.77,1,5.77
2026-01-30,Matcha Latte,7.11,3,21.33
2026-01-30,Taro Milk Tea,6.03,3,18.09
2026-01-30,Brown Sugar Boba,5.46,1,5.46
2026-01-30,Brown Sugar Boba,5.77,2,11.54
2026-01-30,Taro Milk Tea,6.44,1,6.44
2026-01-30,Thai Tea,6.53,1,6.53
2026-01-30,Thai Tea,6.36,1,6.36
2026-01-30,Classic Milk Tea,5.8,3,17.4
2026-01-30,Brown Sugar Boba,5.71,2,11.42
2026-01-31,Taro Milk Tea,7.38,1,7.38
2026-01-31,Matcha Latte,5.01,3,15.03
2026-01-31,Matcha Latte,6.0,1,6.0
2026-01-31,Taro Milk Tea,4.84,1,4.84
2026-01-31,Classic Milk Tea,5.7,2,11.4
2026-01-31,Matcha Latte,4.73,1,4.73
2026-01-31,Classic Milk Tea,6.27,1,6.27
2026-01-31,Brown Sugar Boba,6.17,2,12.34
2026-01-31,Brown Sugar Boba,6.14,3,18.42
2026-01-31,Matcha Latte,6.18,2,12.36
2026-01-31,Thai Tea,5.85,2,11.7
2026-01-31,Matcha Latte,6.61,2,13.22
2026-01-31,Taro Milk Tea,6.93,3,20.79
2026-01-31,Thai Tea,6.68,1,6.68
2026-01-31,Classic Milk Tea,6.54,2,13.08
2026-01-31,Brown Sugar Boba,5.66,1,5.66
2026-01-31,Taro Milk Tea,7.21,3,21.63
2026-01-31,Taro Milk Tea,7.28,2,14.56
2026-01-31,Matcha Latte,5.72,3,17.16
2026-01-31,Matcha Latte,6.08,3,18.24
2026-01-31,Taro Milk Tea,5.79,2,11.58
2026-01-31,Classic Milk Tea,5.46,3,16.38
2026-01-31,Brown Sugar Boba,5.4,1,5.4
2026-01-31,Matcha Latte,6.67,3,20.01
2026-01-31,Thai Tea,6.74,2,13.48
2026-01-31,Classic Milk Tea,5.34,3,16.02
2026-01-31,Classic Milk Tea,5.74,1,5.74
2026-01-31,Brown Sugar Boba,7.47,2,14.94
2026-01-31,Matcha Latte,7.45,1,7.45
2026-01-31,Brown Sugar Boba,5.16,3,15.48
2026-01-31,Thai Tea,6.85,1,6.85
2026-01-31,Brown Sugar Boba,4.54,3,13.62
2026-01-31,Matcha Latte,7.16,3,21.48
2026-01-31,Brown Sugar Boba,7.11,2,14.22
2026-02-01,Matcha Latte,4.69,2,9.38
2026-02-01,Thai Tea,7.33,3,21.99
2026-02-01,Thai Tea,4.73,2,9.46
2026-02-01,Brown Sugar Boba,4.99,3,14.97
2026-02-01,Brown Sugar Boba,5.74,1,5.74
2026-02-01,Classic Milk Tea,5.59,3,16.77
2026-02-01,Matcha Latte,4.79,3,14.37
2026-02-01,Taro Milk Tea,6.1,1,6.1
2026-02-01,Classic Milk Tea,4.61,1,4.61
2026-02-01,Matcha Latte,5.54,3,16.62
2026-02-01,Classic Milk Tea,6.73,2,13.46
2026-02-01,Brown Sugar Boba,7.48,3,22.44
2026-02-01,Matcha Latte,5.37,3,16.11
2026-02-01,Taro Milk Tea,5.73,1,5.73
2026-02-01,Matcha Latte,4.94,1,4.94
2026-02-01,Thai Tea,6.63,1,6.63
2026-02-01,Classic Milk Tea,6.98,2,13.96
2026-02-01,Taro Milk Tea,5.16,1,5.16
2026-02-01,Thai Tea,4.81,2,9.62
2026-02-01,Brown Sugar Boba,5.48,2,10.96
2026-02-01,Thai Tea,7.13,3,21.39
2026-02-01,Thai Tea,6.5,2,13.0
2026-02-01,Classic Milk Tea,5.14,1,5.14
2026-02-01,Thai Tea,7.35,1,7.35
2026-02-01,Thai Tea,5.0,2,10.0
2026-02-01,Classic Milk Tea,4.89,1,4.89
2026-02-01,Brown Sugar Boba,6.23,3,18.69
2026-02-01,Classic Milk Tea,6.81,3,20.43
2026-02-01,Brown Sugar Boba,5.85,2,11.7
2026-02-01,Classic Milk Tea,4.79,3,14.37
2026-02-01,Thai Tea,4.55,2,9.1
2026-02-01,Matcha Latte,4.62,3,13.86
2026-02-01,Brown Sugar Boba,6.63,3,19.89
2026-02-01,Brown Sugar Boba,5.17,1,5.17
2026-02-01,Brown Sugar Boba,5.27,1,5.27
2026-02-01,Matcha Latte,4.86,2,9.72
2026-02-01,Classic Milk Tea,4.66,3,13.98
2026-02-01,Matcha Latte,4.87,3,14.61
2026-02-02,Thai Tea,4.79,3,14.37
2026-02-02,Classic Milk Tea,6.82,3,20.46
2026-02-02,Brown Sugar Boba,4.55,2,9.1
2026-02-02,Classic Milk Tea,5.82,3,17.46
2026-02-02,Classic Milk Tea,5.06,3,15.18
2026-02-02,Brown Sugar Boba,6.86,3,20.58
2026-02-02,Taro Milk Tea,5.38,3,16.14
2026-02-02,Taro Milk Tea,4.95,3,14.85
2026-02-02,Taro Milk Tea,5.0,1,5.0
2026-02-02,Thai Tea,7.11,1,7.11
2026-02-02,Brown Sugar Boba,5.0,2,10.0
2026-02-02,Classic Milk Tea,5.39,3,16.17
2026-02-02,Matcha Latte,7.08,3,21.24
2026-02-02,Classic Milk Tea,4.61,2,9.22
2026-02-02,Classic Milk Tea,4.64,3,13.92
2026-02-02,Brown Sugar Boba,7.03,3,21.09
2026-02-02,Taro Milk Tea,6.47,1,6.47
2026-02-02,Thai Tea,6.99,3,20.97
2026-02-02,Brown Sugar Boba,4.76,3,14.28
2026-02-02,Classic Milk Tea,5.72,2,11.44
2026-02-02,Brown Sugar Boba,7.12,2,14.24
2026-02-02,Classic Milk Tea,6.97,1,6.97
2026-02-02,Brown Sugar Boba,6.78,2,13.56
2026-02-02,Classic Milk Tea,7.35,2,14.7
2026-02-02,Classic Milk Tea,5.06,2,10.12
2026-02-02,Classic Milk Tea,5.89,2,11.78
2026-02-02,Matcha Latte,5.16,1,5.16
2026-02-02,Classic Milk Tea,5.34,3,16.02
2026-02-02,Matcha Latte,4.68,1,4.68
2026-02-02,Brown Sugar Boba,6.45,2,12.9
2026-02-02,Thai Tea,6.7,2,13.4
2026-02-02,Thai Tea,5.94,3,17.82
2026-02-02,Taro Milk Tea,4.56,3,13.68
2026-02-02,Taro Milk Tea,5.18,1,5.18
2026-02-02,Brown Sugar Boba,5.63,2,11.26
2026-02-02,Brown Sugar Boba,5.21,3,15.63
2026-02-03,Thai Tea,6.53,2,13.06
2026-02-03,Taro Milk Tea,5.73,1,5.73
2026-02-03,Classic Milk Tea,6.68,3,20.04
2026-02-03,Thai Tea,6.12,3,18.36
2026-02-03,Thai Tea,4.52,3,13.56
2026-02-03,Taro Milk Tea,6.32,2,12.64
2026-02-03,Thai Tea,6.14,2,12.28
2026-02-03,Matcha Latte,7.19,2,14.38
2026-02-03,Classic Milk Tea,4.8,2,9.6
2026-02-03,Taro Milk Tea,7.15,3,21.45
2026-02-03,Thai Tea,5.42,1,5.42
2026-02-03,Matcha Latte,4.72,3,14.16
2026-02-03,Brown Sugar Boba,7.14,3,21.42
2026-02-03,Classic Milk Tea,6.43,2,12.86
2026-02-03,Classic Milk Tea,6.22,3,18.66
2026-02-03,Matcha Latte,4.51,3,13.53
2026-02-03,Brown Sugar Boba,7.42,1,7.42
2026-02-03,Taro Milk Tea,4.78,3,14.34
2026-02-03,Thai Tea,5.56,1,5.56
2026-02-03,Brown Sugar Boba,4.89,3,14.67
2026-02-03,Taro Milk Tea,5.76,2,11.52
2026-02-03,Taro Milk Tea,5.88,1,5.88
2026-02-03,Brown Sugar Boba,4.66,3,13.98
2026-02-03,Taro Milk Tea,4.79,1,4.79
2026-02-03,Brown Sugar Boba,5.45,2,10.9
2026-02-03,Brown Sugar Boba,7.36,1,7.36
2026-02-03,Brown Sugar Boba,6.3,1,6.3
2026-02-03,Taro Milk Tea,6.09,1,6.09
2026-02-03,Brown Sugar Boba,5.41,3,16.23
2026-02-03,Brown Sugar Boba,5.01,2,10.02
2026-02-03,Classic Milk Tea,5.86,2,11.72
2026-02-03,Classic Milk Tea,7.36,2,14.72
2026-02-03,Brown Sugar Boba,7.22,3,21.66
2026-02-03,Thai Tea,4.81,3,14.43
2026-02-03,Brown Sugar Boba,4.98,3,14.94
2026-02-03,Matcha Latte,4.87,3,14.61
2026-02-03,Thai Tea,7.02,3,21.06
2026-02-03,Classic Milk Tea,6.42,1,6.42
2026-02-04,Matcha Latte,4.71,1,4.71
2026-02-04,Brown Sugar Boba,6.29,1,6.29
2026-02-04,Classic Milk Tea,4.54,2,9.08
2026-02-04,Brown Sugar Boba,7.27,2,14.54
2026-02-04,Matcha Latte,7.3,3,21.9
2026-02-04,Matcha Latte,4.78,2,9.56
2026-02-04,Matcha Latte,6.1,3,18.3
2026-02-04,Brown Sugar Boba,5.46,1,5.46
2026-02-04,Brown Sugar Boba,5.5,2,11.0
2026-02-04,Classic Milk Tea,5.31,3,15.93
2026-02-04,Thai Tea,5.82,3,17.46
2026-02-04,Classic Milk Tea,4.82,2,9.64
2026-02-04,Classic Milk Tea,4.89,3,14.67
2026-02-04,Classic Milk Tea,5.55,2,11.1
2026-02-04,Thai Tea,4.69,1,4.69
2026-02-04,Matcha Latte,5.13,1,5.13
2026-02-04,Taro Milk Tea,6.84,3,20.52
2026-02-04,Matcha Latte,5.71,2,11.42
2026-02-04,Matcha Latte,6.56,3,19.68
2026-02-04,Taro Milk Tea,5.54,1,5.54
2026-02-04,Taro Milk Tea,6.5,1,6.5
2026-02-04,Taro Milk Tea,7.24,3,21.72
2026-02-04,Taro Milk Tea,6.64,3,19.92
2026-02-04,Thai Tea,6.73,1,6.73
2026-02-04,Brown Sugar Boba,5.92,3,17.76
2026-02-04,Brown Sugar Boba,5.43,1,5.43
2026-02-04,Classic Milk Tea,6.29,3,18.87
2026-02-04,Classic Milk Tea,5.18,2,10.36
2026-02-04,Classic Milk Tea,6.25,1,6.25
2026-02-04,Thai Tea,7.04,2,14.08
2026-02-04,Thai Tea,6.1,1,6.1
2026-02-04,Thai Tea,6.3,1,6.3
2026-02-04,Brown Sugar Boba,7.48,2,14.96
2026-02-04,Brown Sugar Boba,7.31,3,21.93
2026-02-05,Brown Sugar Boba,5.69,3,17.07
2026-02-05,Thai Tea,6.46,1,6.46
2026-02-05,Brown Sugar Boba,7.17,2,14.34
2026-02-05,Matcha Latte,5.44,2,10.88
2026-02-05,Thai Tea,5.2,3,15.6
2026-02-05,Brown Sugar Boba,6.25,2,12.5
2026-02-05,Brown Sugar Boba,6.72,2,13.44
2026-02-05,Thai Tea,5.97,2,11.94
2026-02-05,Thai Tea,4.54,3,13.62
2026-02-05,Matcha Latte,6.19,2,12.38
2026-02-05,Matcha Latte,5.61,2,11.22
2026-02-05,Thai Tea,7.43,2,14.86
2026-02-05,Thai Tea,7.34,2,14.68
2026-02-05,Thai Tea,4.72,1,4.72
2026-02-05,Brown Sugar Boba,6.27,2,12.54
2026-02-05,Brown Sugar Boba,5.48,3,16.44
2026-02-05,Classic Milk Tea,4.78,2,9.56
2026-02-05,Classic Milk Tea,6.09,2,12.18
2026-02-05,Taro Milk Tea,4.83,1,4.83
2026-02-05,Brown Sugar Boba,7.49,1,7.49
2026-02-05,Thai Tea,5.49,3,16.47
2026-02-05,Taro Milk Tea,5.83,2,11.66
2026-02-05,Matcha Latte,7.11,3,21.33
2026-02-05,Taro Milk Tea,7.14,1,7.14
2026-02-05,Classic Milk Tea,5.34,2,10.68
2026-02-05,Brown Sugar Boba,5.68,1,5.68
2026-02-05,Taro Milk Tea,7.46,2,14.92
2026-02-05,Classic Milk Tea,6.58,3,19.74
2026-02-05,Classic Milk Tea,6.71,3,20.13
2026-02-05,Classic Milk Tea,5.42,3,16.26
2026-02-05,Brown Sugar Boba,5.08,1,5.08
2026-02-05,Classic Milk Tea,5.1,3,15.3
2026-02-05,Taro Milk Tea,4.98,3,14.94
2026-02-05,Taro Milk Tea,5.92,3,17.76
2026-02-05,Classic Milk Tea,4.86,2,9.72
2026-02-05,Thai Tea,6.9,3,20.7
2026-02-06,Brown Sugar Boba,6.37,3,19.11
2026-02-06,Classic Milk Tea,4.67,2,9.34
2026-02-06,Taro Milk Tea,6.73,3,20.19
2026-02-06,Classic Milk Tea,4.56,3,13.68
2026-02-06,Matcha Latte,4.95,3,14.85
2026-02-06,Thai Tea,4.73,3,14.19
2026-02-06,Thai Tea,5.12,3,15.36
2026-02-06,Thai Tea,5.42,2,10.84
2026-02-06,Brown Sugar Boba,7.05,2,14.1
2026-02-06,Brown Sugar Boba,4.82,2,9.64
2026-02-06,Brown Sugar Boba,6.17,2,12.34
2026-02-06,Taro Milk Tea,5.51,1,5.51
2026-02-06,Matcha Latte,7.44,1,7.44
2026-02-06,Matcha Latte,5.32,1,5.32
2026-02-06,Thai Tea,4.8,3,14.4
2026-02-06,Brown Sugar Boba,6.76,2,13.52
2026-02-06,Thai Tea,4.85,3,14.55
2026-02-06,Taro Milk Tea,4.57,3,13.71
2026-02-06,Brown Sugar Boba,6.78,1,6.78
2026-02-06,Taro Milk Tea,6.57,2,13.14
2026-02-06,Classic Milk Tea,5.84,2,11.68
2026-02-06,Taro Milk Tea,5.05,3,15.15
2026-02-06,Brown Sugar Boba,4.85,3,14.55
2026-02-06,Thai Tea,4.72,3,14.16
2026-02-06,Thai Tea,5.51,1,5.51
2026-02-06,Classic Milk Tea,4.51,3,13.53
2026-02-06,Matcha Latte,5.66,2,11.32
2026-02-06,Matcha Latte,5.4,1,5.4
2026-02-06,Matcha Latte,6.97,2,13.94
2026-02-06,Thai Tea,6.47,2,12.94
2026-02-06,Classic Milk Tea,5.84,2,11.68
2026-02-06,Classic Milk Tea,5.85,2,11.7
2026-02-06,Matcha Latte,4.62,2,9.24
2026-02-06,Thai Tea,5.32,3,15.96
2026-02-06,Classic Milk Tea,6.77,3,20.31
2026-02-06,Classic Milk Tea,6.11,3,18.33
2026-02-06,Classic Milk Tea,5.4,3,16.2
2026-02-06,Matcha Latte,6.33,2,12.66
2026-02-06,Matcha Latte,6.34,2,12.68
2026-02-06,Taro Milk Tea,5.52,2,11.04
2026-02-06,Classic Milk Tea,6.43,2,12.86
2026-02-06,Matcha Latte,4.71,1,4.71
2026-02-06,Taro Milk Tea,6.77,2,13.54
2026-02-06,Matcha Latte,4.66,1,4.66
2026-02-06,Classic Milk Tea,7.05,3,21.15
2026-02-06,Taro Milk Tea,6.03,3,18.09
2026-02-06,Thai Tea,7.22,3,21.66
2026-02-07,Matcha Latte,6.7,1,6.7
2026-02-07,Matcha Latte,4.76,1,4.76
2026-02-07,Thai Tea,6.38,2,12.76
2026-02-07,Classic Milk Tea,4.91,1,4.91
2026-02-07,Thai Tea,7.19,2,14.38
2026-02-07,Thai Tea,4.93,2,9.86
2026-02-07,Brown Sugar Boba,6.5,2,13.0
2026-02-07,Thai Tea,7.19,3,21.57
2026-02-07,Taro Milk Tea,5.38,1,5.38
2026-02-07,Thai Tea,5.78,1,5.78
2026-02-07,Classic Milk Tea,7.0,2,14.0
2026-02-07,Taro Milk Tea,4.89,1,4.89
2026-02-07,Taro Milk Tea,5.01,1,5.01
2026-02-07,Brown Sugar Boba,7.5,1,7.5
2026-02-07,Matcha Latte,5.01,1,5.01
2026-02-07,Brown Sugar Boba,7.3,1,7.3
2026-02-07,Brown Sugar Boba,6.27,1,6.27
2026-02-07,Classic Milk Tea,5.44,2,10.88
2026-02-07,Thai Tea,5.44,1,5.44
2026-02-07,Matcha Latte,5.17,1,5.17
2026-02-07,Brown Sugar Boba,5.61,2,11.22
2026-02-07,Brown Sugar Boba,4.9,3,14.7
2026-02-07,Brown Sugar Boba,6.92,3,20.76
2026-02-07,Brown Sugar Boba,4.69,2,9.38
2026-02-07,Classic Milk Tea,7.1,3,21.3
2026-02-07,Thai Tea,4.8,3,14.4
2026-02-07,Taro Milk Tea,6.29,3,18.87
2026-02-07,Taro Milk Tea,7.49,1,7.49
2026-02-07,Classic Milk Tea,5.78,2,11.56
2026-02-07,Brown Sugar Boba,6.21,1,6.21
2026-02-08,Brown Sugar Boba,5.18,3,15.54
2026-02-08,Matcha Latte,5.36,3,16.08
2026-02-08,Matcha Latte,6.5,2,13.0
2026-02-08,Thai Tea,7.05,1,7.05
2026-02-08,Classic Milk Tea,4.65,2,9.3
2026-02-08,Matcha Latte,6.23,2,12.46
2026-02-08,Matcha Latte,7.18,2,14.36
2026-02-08,Classic Milk Tea,5.78,2,11.56
2026-02-08,Brown Sugar Boba,5.15,3,15.45
2026-02-08,Classic Milk Tea,6.97,2,13.94
2026-02-08,Brown Sugar Boba,6.0,2,12.0
2026-02-08,Brown Sugar Boba,5.38,3,16.14
2026-02-08,Taro Milk Tea,7.25,1,7.25
2026-02-08,Matcha Latte,4.9,1,4.9
2026-02-08,Matcha Latte,5.98,3,17.94
2026-02-08,Brown Sugar Boba,5.39,3,16.17
2026-02-08,Matcha Latte,4.6,2,9.2
2026-02-08,Matcha Latte,5.8,1,5.8
2026-02-08,Classic Milk Tea,5.06,1,5.06
2026-02-08,Taro Milk Tea,6.52,3,19.56
2026-02-08,Thai Tea,5.58,3,16.74
2026-02-08,Classic Milk Tea,6.41,2,12.82
2026-02-08,Matcha Latte,6.69,2,13.38
2026-02-08,Brown Sugar Boba,6.29,1,6.29
2026-02-08,Classic Milk Tea,7.18,2,14.36
2026-02-08,Thai Tea,6.13,2,12.26
2026-02-08,Matcha Latte,6.97,1,6.97
2026-02-08,Thai Tea,6.68,1,6.68
2026-02-08,Thai Tea,6.55,1,6.55
2026-02-08,Classic Milk Tea,6.46,2,12.92
2026-02-08,Thai Tea,5.89,3,17.67
2026-02-08,Brown Sugar Boba,6.35,3,19.05
2026-02-08,Brown Sugar Boba,6.2,2,12.4
2026-02-08,Classic Milk Tea,6.55,1,6.55
2026-02-08,Brown Sugar Boba,6.77,1,6.77
2026-02-08,Thai Tea,4.76,2,9.52
2026-02-08,Taro Milk Tea,6.16,3,18.48
2026-02-08,Classic Milk Tea,7.24,1,7.24
2026-02-08,Thai Tea,5.22,2,10.44
2026-02-08,Brown Sugar Boba,6.16,1,6.16
2026-02-09,Brown Sugar Boba,7.39,2,14.78
2026-02-09,Brown Sugar Boba,5.33,2,10.66
2026-02-09,Thai Tea,4.87,2,9.74
2026-02-09,Classic Milk Tea,4.68,2,9.36
2026-02-09,Thai Tea,5.48,2,10.96
2026-02-09,Matcha Latte,4.76,3,14.28
2026-02-09,Matcha Latte,5.6,2,11.2
2026-02-09,Thai Tea,5.29,3,15.87
2026-02-09,Matcha Latte,5.07,1,5.07
2026-02-09,Thai Tea,4.99,3,14.97
2026-02-09,Brown Sugar Boba,6.76,3,20.28
2026-02-09,Classic Milk Tea,7.21,2,14.42
2026-02-09,Classic Milk Tea,6.55,1,6.55
2026-02-09,Classic Milk Tea,6.97,1,6.97
2026-02-09,Thai Tea,4.8,2,9.6
2026-02-09,Taro Milk Tea,6.1,2,12.2
2026-02-09,Taro Milk Tea,4.91,2,9.82
2026-02-09,Matcha Latte,6.02,2,12.04
2026-02-09,Taro Milk Tea,6.53,1,6.53
2026-02-09,Taro Milk Tea,7.24,1,7.24
2026-02-09,Classic Milk Tea,6.55,3,19.65
2026-02-09,Brown Sugar Boba,5.5,2,11.0
2026-02-09,Brown Sugar Boba,4.85,3,14.55
2026-02-09,Brown Sugar Boba,5.83,1,5.83
2026-02-09,Matcha Latte,5.84,3,17.52
2026-02-09,Matcha Latte,4.6,1,4.6
2026-02-09,Taro Milk Tea,7.16,3,21.48
2026-02-09,Taro Milk Tea,7.12,2,14.24
2026-02-09,Thai Tea,5.35,1,5.35
2026-02-09,Thai Tea,5.38,2,10.76
2026-02-09,Matcha Latte,4.54,2,9.08
2026-02-09,Classic Milk Tea,7.39,1,7.39
2026-02-10,Thai Tea,4.68,1,4.68
2026-02-10,Brown Sugar Boba,7.48,3,22.44
2026-02-10,Thai Tea,6.66,2,13.32
2026-02-10,Taro Milk Tea,6.62,1,6.62
2026-02-10,Thai Tea,7.17,3,21.51
2026-02-10,Taro Milk Tea,6.35,3,19.05
2026-02-10,Classic Milk Tea,5.28,3,15.84
2026-02-10,Taro Milk Tea,5.4,2,10.8
2026-02-10,Brown Sugar Boba,4.59,3,13.77
2026-02-10,Classic Milk Tea,6.46,2,12.92
2026-02-10,Taro Milk Tea,5.52,2,11.04
2026-02-10,Thai Tea,7.26,1,7.26
2026-02-10,Taro Milk Tea,6.27,1,6.27
2026-02-10,Matcha Latte,4.97,1,4.97
2026-02-10,Matcha Latte,7.27,3,21.81
2026-02-10,Taro Milk Tea,7.08,3,21.24
2026-02-10,Thai Tea,6.19,2,12.38
2026-02-10,Brown Sugar Boba,6.17,1,6.17
2026-02-10,Taro Milk Tea,7.13,3,21.39
2026-02-10,Thai Tea,7.18,1,7.18
2026-02-10,Taro Milk Tea,4.93,3,14.79
2026-02-10,Thai Tea,4.75,3,14.25
2026-02-10,Matcha Latte,6.85,3,20.55
2026-02-10,Taro Milk Tea,7.33,3,21.99
2026-02-10,Classic Milk Tea,6.44,3,19.32
2026-02-10,Thai Tea,5.7,3,17.1
2026-02-10,Taro Milk Tea,5.04,3,15.12
2026-02-10,Matcha Latte,6.68,2,13.36
2026-02-10,Brown Sugar Boba,5.16,1,5.16
2026-02-10,Thai Tea,7.02,2,14.04
2026-02-10,Thai Tea,7.24,1,7.24
2026-02-10,Matcha Latte,6.83,2,13.66
2026-02-10,Taro Milk Tea,5.72,2,11.44
2026-02-10,Taro Milk Tea,5.78,1,5.78
2026-02-10,Brown Sugar Boba,5.71,3,17.13
2026-02-10,Classic Milk Tea,6.85,3,20.55
2026-02-10,Classic Milk Tea,6.23,1,6.23
2026-02-11,Brown Sugar Boba,6.65,3,19.95
2026-02-11,Brown Sugar Boba,5.74,1,5.74
2026-02-11,Matcha Latte,6.03,3,18.09
2026-02-11,Taro Milk Tea,7.44,3,22.32
2026-02-11,Thai Tea,5.82,2,11.64
2026-02-11,Taro Milk Tea,6.93,2,13.86
2026-02-11,Brown Sugar Boba,6.32,1,6.32
2026-02-11,Taro Milk Tea,4.67,2,9.34
2026-02-11,Matcha Latte,7.15,3,21.45
2026-02-11,Thai Tea,5.32,3,15.96
2026-02-11,Classic Milk Tea,7.13,2,14.26
